Unique_ID,Manual_Art_Style
super mario bros. (1987) [nintendo],Stylization: Cartoon
kaettekita mario bros. (1988) [nintendo],Stylization: Pixel Art
super mario bros. / duck hunt (1988) [nintendo],Stylization: Pixel Art
super mario bros. / tetris / nintendo world cup (1988) [nintendo],Stylization: Pixel Art
mario bros. (1988) [itdc (international technology development corporation)],Stylization: Pixel Art
mario bros. (1988) [sculptured software],Stylization: Pixel Art
super mario land (1989) [nintendo],Stylization: Pixel Art
micro arcade: pac-man (1980) [world's smallest],Stylization: Pixel Art
pac-man (speedup) (1980) [unknown],Stylization: Pixel Art
pac-man (1981) [tomy],Stylization: Cartoon
pac-man (1981) [ectron],Stylization: Cartoon
pac-man (1981) [halion],Stylization: Pixel Art
pac-man (1982) [namco],Stylization: Pixel Art
pac-man plus (1982) [bally midway],Stylization: Pixel Art
baby pac-man (1982) [bally midway],Stylization: Pixel Art
ms. pac-man: speedup (1982) [unknown],Stylization: Pixel Art
jr. pac-man (1983) [atari],Stylization: Pixel Art
professor pac-man (1983) [dave nutting associates],Stylization: Pixel Art
pac-man (1983) [tiger electronics],Stylization: Pixel Art
pac-man (1983) [namco],Stylization: Pixel Art
pac-man (1983) [unknown],Stylization: Pixel Art
ms. pac-man (1983) [general computer corporation (gcc)],Stylization: Pixel Art
ms. pac-man (1984) [tiger electronics],Stylization: Pixel Art
pac-man (1984) [tiger electronics],Stylization: Pixel Art
pac-man (1984) [namco hometek],Stylization: Pixel Art
pac-man (1984) [namco],Stylization: Pixel Art
ms. pac-man (1986) [general computer corporation (gcc)],Stylization: Pixel Art
pac-mania (1987) [namco],Stylization: Pixel Art
pac-mania (1988) [namco],Stylization: Pixel Art
pac-man (1989) [namco],Stylization: Pixel Art
pac-mania (1989) [namco],Stylization: Pixel Art
pac-mania (1990) [namco],Stylization: Pixel Art
pac-man (1990) [namco],Stylization: Pixel Art
ms. pac-man (1990) [now production],Stylization: Pixel Art
ms. pac-man (1990) [tengen],Stylization: Pixel Art
ms. pac-man (1990) [atari],Stylization: Pixel Art
pac-man (1990) [nelsonic industries],Stylization: Cartoon
ms. pac-man (1991) [general computer corporation (gcc)],Stylization: Pixel Art
ms. pac-man (1991) [tengen],Stylization: Pixel Art
pac-man (1991) [namco],Stylization: Pixel Art
pac-mania (1991) [namco],Stylization: Pixel Art
pac-man (1992) [micro games of america],Stylization: Cartoon
pac-man (1992) [namco],Stylization: Pixel Art
pac-mania (1992) [namco],Stylization: Pixel Art
ms. pac-man (1993) [namco hometek],Stylization: Pixel Art
pac-man 2: the new adventures (1994) [namco],Stylization: Pixel Art
pac-man (1995) [namco],Stylization: Pixel Art
ms. pac-man (1995) [unknown],Stylization: Cartoon
pac-man vr (1996) [virtuality entertainment],Stylization: Cartoon
pac-man arrangement (1996) [namco],Stylization: Pixel Art
pac-man world (1999) [namco hometek],Stylization: Cartoon
ms. pac-man: special color edition (1999) [unknown],Stylization: Pixel Art
pac-man (1999) [namco],Stylization: Pixel Art
pac-man (1999) [mga entertainment],Stylization: Cartoon
super pac-man (1999) [namco],Stylization: Pixel Art
ms. pac-man: maze madness (2000) [mass media inc],Stylization: Cartoon
pac-man: adventures in time (2000) [ea],Stylization: Cartoon
ms. pac-man/galaga: class of 1981 (2000) [namco],Stylization: Pixel Art
pac-man (2000) [namco],Stylization: Pixel Art
pac-man collection (2001) [mass media inc],Stylization: Pixel Art
pac-man world 2 (2002) [namco hometek],Stylization: Cartoon
pac-man (2002) [ea],Stylization: Cartoon
pac-man (2003) [namco],Stylization: Pixel Art
pac-man vs. & pac-man world 2 (2003) [namco hometek],Stylization: Cartoon
classic nes series: pac-man (2004) [namco],Stylization: Pixel Art
pac-man world (2004) [full fat],Stylization: Cartoon
pac-man 25th anniversary (2004) [namco],Stylization: Pixel Art
namco: featuring ms. pac-man (2004) [hotgen],Stylization: Pixel Art
wireless ms. pac-man (2004) [jakks pacific],Stylization: Pixel Art
pac-man (2004) [namco],Stylization: Pixel Art
pac-man world 3 (2005) [blitz games],Stylization: Cartoon
pac-man pinball advance (2005) [humansoft],Stylization: Pixel Art
pac-man world 2 (2005) [dsi games],Stylization: Pixel Art
pac-man arrangement (2005) [namco],Stylization: Cartoon
gamekey: namco - pac-man / bosconian / rally-x (2005) [hotgen],Stylization: Pixel Art
pac-man arrangement plus (2005) [tose],Stylization: Cartoon
pac-man world rally (2006) [smart bomb interactive],Stylization: Cartoon
pac-man (2006) [namco],Stylization: Pixel Art
pac-man championship edition (2007) [namco bandai games],Stylization: Cartoon
arcade gold featuring pac-man (2007) [jakks pacific],Stylization: Pixel Art
pac-man vs. (2007) [m2],Stylization: Pixel Art
pac-man (2008) [namco bandai games],Stylization: Pixel Art
retro arcade: pac-man (2008) [hotgen],Stylization: Pixel Art
pac-man collection (2008) [opcode games],Stylization: Pixel Art
pac-man remix (2009) [namco bandai games],Stylization: Cartoon
pac-mania (2009) [namco bandai games],Stylization: Cartoon
videocart-27: pac-man (2009) [kai darius kohl and fredric blåholtz],Stylization: Pixel Art
namco all-stars: pac-man (2009) [unknown],Stylization: Pixel Art
pac-man party (2010) [namco network],Stylization: Cartoon
pac-man: championship edition dx (2010) [namco bandai games],Stylization: Cartoon
"pac-man pizza parlor (2010) [mine loader software co., ltd.]",Stylization: Cartoon
30th anniversary of pac-man (2010) [google],Stylization: Pixel Art
pac-man x bomberman (2010) [hudson soft],Stylization: Pixel Art
pac-mania (2010) [namco],Stylization: Cartoon
pac-man & galaga dimensions (2011) [namco bandai games],Stylization: Cartoon
pac-man party 3d (2011) [namco bandai games],Stylization: Cartoon
the world's biggest pac-man (2011) [ea],Stylization: Pixel Art
pac-man battle royale (2011) [namco bandai games],Stylization: Cartoon
ms. pac-man for ipad (2011) [unknown],Stylization: Pixel Art
pac-man tilt (2011) [namco bandai games],Stylization: Cartoon
pac-man 4k (2012) [dennis debro],Stylization: Pixel Art
pac-man connect & play (2012) [bandai],Stylization: Pixel Art
pac-man 256 (2012) [bandai],Stylization: Pixel Art
dual pack: pac-man world 3 / namco museum ds (2012) [unknown],Stylization: Pixel Art
pac-man arcade emulator (2012) [unknown],Stylization: Pixel Art
"pac-man: championship edition dx+ (2013) [mine loader software co., ltd.]",Stylization: Pixel Art
pac-man championship edition dx: all you can eat edition (2013) [bandai namco entertainment],Stylization: Pixel Art
pac-man (2013) [namco bandai games],Stylization: Pixel Art
pac-man and the ghostly adventures 2 (2014) [monkey bar games],Stylization: Cartoon
pac-man museum (2014) [bandai namco studios],Stylization: Cartoon
pac-man friends (2014) [bandai namco games],Stylization: Cartoon
be like pac-man and the ghostly adventures (2014) [katila],Stylization: Cartoon
pac-man 256 (2015) [hipster whale],Stylization: Pixel Art
pac-man championship edition 2 (2016) [bandai namco studios],Stylization: Cartoon
arcade game series: pac-man (2016) [bandai namco entertainment europe],Stylization: Pixel Art
arcade game series: ms. pac-man (2016) [bandai namco studios],Stylization: Pixel Art
world's largest pac-man (2016) [raw thrills],Stylization: Pixel Art
pac-man (2016) [unknown],Stylization: Cartoon
moff pac-man (2016) [moffapps],Stylization: Pixel Art
arcade classics: pac-man (2016) [basic fun],Stylization: Pixel Art
reese's pac-man (2017) [unknown],Stylization: Cartoon
tiny arcade: pac-man (2017) [super impulse],Stylization: Pixel Art
tiny arcade: ms. pac-man (2017) [super impulse],Stylization: Pixel Art
pac-man championship edition 2 plus (2018) [itl],Stylization: Cartoon
pac-man: ralph breaks the maze (2018) [bandai namco entertainment],Stylization: Pixel Art
pac-man micro player (2018) [my arcade],Stylization: Pixel Art
arcade classics: ms. pac-man (2018) [basic fun],Stylization: Pixel Art
red bull pac-man (2018) [unknown],Stylization: Pixel Art
pa-3 x pac-man special game (2018) [unknown],Stylization: Pixel Art
pac-man: party royale (2019) [pastagames],Stylization: Cartoon
tiny arcade: pac-man - table top edition (2019) [super impulse],Stylization: Pixel Art
pocket player: pac-man (2019) [my arcade],Stylization: Pixel Art
pac-man (2019) [shiru],Stylization: Pixel Art
pac-man (2019) [paul mcphee],Stylization: Pixel Art
pac-man mega tunnel battle (2020) [ea],Stylization: Pixel Art
pac-man geo (2020) [bandai namco entertainment],Stylization: Pixel Art
pac-man championship edition (2020) [m2],Stylization: Pixel Art
hello kitty pac-man (2020) [bandai namco entertainment],Stylization: Pixel Art
pac-man tamagotchi (2020) [bandai namco entertainment],Stylization: Pixel Art
micro arcade: ms. pac-man (2020) [world's smallest],Stylization: Pixel Art
pac-man tilt (2020) [super impulse],Stylization: Pixel Art
pac-man game keyring (2020) [ea],Stylization: Pixel Art
pac-man desktop arcade (2020) [ea],Stylization: Pixel Art
morinaga pac-man mini (2020) [unknown],Stylization: Pixel Art
sabritas pac-man (2020) [unknown],Stylization: Pixel Art
minecraft: pac-man (2020) [gamemode one],Stylization: Pixel Art
tekken 7: pac-man-themed customization set (2020) [unknown],Realism: Stylized
pac-man live studio (2021) [amazon game studios],Stylization: Pixel Art
"pareidolia (or, why i saw pac-man everywhere in 2020) (2021) [rowan crawford]",Stylization: Pixel Art
pac-man 99 (2021) [arika],Stylization: Pixel Art
arcade archives: pac-man (2021) [namco],Stylization: Pixel Art
pac-man palace: festive folleys (2021) [unknown],Stylization: Cartoon
pac-man giant joystick (2021) [arcade1up],Stylization: Pixel Art
pac-man community (2021) [genvid],Stylization: Pixel Art
pac-man 99: deluxe pack (2021) [unknown],Stylization: Pixel Art
pizza hut arcade: pac-man (2021) [8th wall],Stylization: Cartoon
pac-man sdl (2021) [frogjb],Stylization: Cartoon
pac-man museum+ (2022) [now production],Stylization: Cartoon
arcade archives: super pac-man (2022) [namco],Stylization: Pixel Art
pac-man world re-pac (2022) [now production],Stylization: Cartoon
arcade archives: pac-mania (2022) [namco],Stylization: Cartoon
pac-man doom (2022) [unknown],Stylization: Pixel Art
the pac-man brothers (2022) [thatlefthandman],Stylization: Pixel Art
pac-man in a tin (2023) [ea],Stylization: Pixel Art
pac-man escape (2023) [thirtythree],Stylization: Pixel Art
zx spectrum pac-man arcade (2023) [unknown],Stylization: Pixel Art
pac-man mega tunnel battle: chomp champs (2024) [amber studio],Stylization: Cartoon
donkey kong pac-man crossover (2024) [paul goes],Stylization: Pixel Art
pac-man mega tunnel battle: chomp champs - deluxe edition (2024) [amber studio],Stylization: Cartoon
pac-man mega tunnel battle: chomp champs - namco pals pac (2024) [amber studio],Stylization: Cartoon
pac-man mega tunnel battle: chomp champs - lunar animals pac (2024) [amber studio],Stylization: Cartoon
dig dug (1983) [gakken],Stylization: Pixel Art
dig dug (1983) [unknown],Stylization: Pixel Art
dig dug (1983) [namco],Stylization: Pixel Art
dig dug (1983) [dempa shimbunsha],Stylization: Pixel Art
dig dug (1983) [atari],Stylization: Pixel Art
dig dug (1984) [namcot],Stylization: Pixel Art
dig dug (1984) [dempa shimbunsha],Stylization: Pixel Art
dig dug ii: trouble in paradise (1985) [namco],Stylization: Pixel Art
dig dug (1985) [namcot],Stylization: Pixel Art
dig dug (1985) [dempa shimbunsha],Stylization: Pixel Art
dig dug (1986) [general computer corporation (gcc)],Stylization: Pixel Art
dig dug (1987) [ea],Stylization: Pixel Art
dig dug (1992) [now production],Stylization: Pixel Art
dig dug arrangement (1996) [namco],Stylization: Pixel Art
famicom mini: dig dug (2004) [unknown],Stylization: Pixel Art
dig dug: digging strike (2005) [bullets co. ltd.],Stylization: Pixel Art
dig dug (2005) [handango],Stylization: Pixel Art
namco all-stars: dig dug (2009) [unknown],Stylization: Pixel Art
pocket player: dig dug (2019) [my arcade],Stylization: Pixel Art
dig dug revival (2021) [unknown],Stylization: Pixel Art
donkey kong (1982) [coleco],Stylization: Pixel Art
donkey kong jr. (1982) [nintendo],Stylization: Cartoon
donkey kong (1982) [nintendo],Stylization: Cartoon
donkey kong (1982) [atari],Stylization: Pixel Art
donkey kong jr. math (1983) [nintendo],Stylization: Pixel Art
donkey kong junior (1983) [coleco],Stylization: Pixel Art
donkey kong ii (1983) [nintendo],Stylization: Cartoon
donkey kong (1983) [atari],Stylization: Pixel Art
donkey kong jr. (1983) [nintendo],Stylization: Pixel Art
donkey kong 3: dai gyakushuu (1984) [hudson soft],Stylization: Pixel Art
donkey kong circus (1984) [nintendo],Stylization: Pixel Art
donkey kong 3 (1984) [nintendo],Stylization: Pixel Art
donkey kong junior (1984) [nintendo],Stylization: Pixel Art
donkey kong (1986) [ea],Stylization: Pixel Art
donkey kong classics (1988) [nintendo],Stylization: Pixel Art
donkey kong (1988) [atari],Stylization: Pixel Art
donkey kong junior (1988) [itdc (international technology development corporation)],Stylization: Pixel Art
donkey kong (1994) [nintendo],Stylization: Pixel Art
donkey kong country (1994) [rare],Stylization: Pixel Art
donkey kong country: competition cartridge (1994) [rare],Stylization: Cartoon
donkey kong game watch (1994) [nelsonic industries],Stylization: Pixel Art
donkey kong land (1995) [nintendo],Stylization: Pixel Art
donkey kong country 2: diddy's kong quest (1995) [rare],Stylization: Cartoon
donkey kong land 2 (1996) [nintendo],Stylization: Pixel Art
donkey kong country 3: dixie kong's double trouble! (1996) [rare],Stylization: Cartoon
donkey kong land iii (1997) [nintendo],Stylization: Pixel Art
super donkey kong 2 (1997) [unknown],Stylization: Pixel Art
donkey kong (1997) [million colors],Stylization: Pixel Art
2 in 1: donkey kong 4 + the jungle book 2 (1997) [ea],Stylization: Pixel Art
super donkey kong 3 (1997) [makon soft],Stylization: Pixel Art
nintendo mini classics: donkey kong junior (1998) [nintendo],Stylization: Cartoon
nintendo mini classics: donkey kong (1998) [nintendo],Stylization: Cartoon
donkey kong 64 (1999) [rare],Stylization: Cartoon
super donkey kong 99 (1999) [gamtec],Stylization: Pixel Art
donkey kong 64 lore quiz (1999) [rare],Stylization: Cartoon
donkey kong jr. (1999) [nintendo],Stylization: Pixel Art
super donkey kong 5 (1999) [makon soft],Stylization: Pixel Art
donkey kong gb: dinky kong & dixie kong (2000) [rare],Stylization: Pixel Art
donkey kong country (2000) [rare],Stylization: Pixel Art
donkey kong 5: the journey of over time and space (2001) [sintax],Stylization: Pixel Art
donkey kong racing (2002) [rare],Stylization: Cartoon
donkey kong jr.-e (2002) [nintendo],Stylization: Pixel Art
donkey kong-e (2002) [nintendo],Stylization: Pixel Art
donkey kong (2002) [tose],Stylization: Pixel Art
donkey kong jr. (2002) [tose],Stylization: Pixel Art
donkey kong 3 (2002) [tose],Stylization: Pixel Art
donkey konga (2003) [namco],Stylization: Cartoon
donkey kong country (2003) [rare],Stylization: Pixel Art
donkey kong country: barrel maze (2003) [skyworks technologies],Stylization: Cartoon
donkey kong jungle beat (2004) [nintendo],Stylization: Cartoon
donkey konga 2: hit song parade! (2004) [namco],Stylization: Cartoon
mario vs. donkey kong (2004) [nintendo],Stylization: Pixel Art
classic nes series: donkey kong (2004) [unknown],Stylization: Pixel Art
donkey kong country 2 (2004) [rare],Stylization: Pixel Art
mario vs. donkey kong card e+ (2004) [nst],Stylization: Pixel Art
donkey konga beat (2004) [nintendo],Stylization: Cartoon
donkey konga (2004) [namco],Stylization: Cartoon
donkey konga (2004) [lightmaker],Stylization: Cartoon
donkey konga 3: tabehoudai! haru mogitate 50 kyoku (2005) [namco],Stylization: Cartoon
donkey kong country 3 (2005) [rare],Stylization: Pixel Art
donkey konga 2 (2005) [unknown],Stylization: Cartoon
mario vs. donkey kong 2: march of the minis (2006) [nintendo],Stylization: Cartoon
mario vs. donkey kong 2: march of the minis - cannon kaos (2006) [unknown],Stylization: Cartoon
donkey kong ii: jumpman returns (2006) [jeff kulczycki],Stylization: Pixel Art
donkey kong barrel blast (2007) [paon],Stylization: Cartoon
donkey kong jungle beat (2008) [nintendo],Stylization: Cartoon
mario vs. donkey kong: minis march again! (2009) [unknown],Stylization: Cartoon
game & watch donkey kong jr. (2009) [nintendo],Stylization: Cartoon
donkey kong country returns (2010) [retro studios],Stylization: Cartoon
mario vs. donkey kong: mini-land mayhem! (2010) [nintendo],Stylization: Cartoon
donkey kong: original edition (2010) [nintendo],Stylization: Pixel Art
donkey kong (2010) [paul mcphee],Stylization: Pixel Art
donkey kong craze (2011) [unknown],Stylization: Pixel Art
donkey kong arcade (2011) [carl mueller jr.],Stylization: Pixel Art
donkey kong city (2012) [unknown],Stylization: Pixel Art
mario and donkey kong: minis on the move (2013) [nintendo],Stylization: Cartoon
donkey kong country returns 3d (2013) [unknown],Stylization: Cartoon
donkey kong country 2: brigand barrage (2013) [mattrizzle],Stylization: Pixel Art
donkey kong country: tropical freeze (2014) [retro studios],Stylization: Cartoon
mario vs. donkey kong: tipping stars (2015) [nintendo],Stylization: Cartoon
super donkey kong 64 (2016) [kaze emanuar],Stylization: Cartoon
donkey kong country 2: the lost levels (2016) [lucasrangel],Stylization: Pixel Art
donkey kong: jumpman returns (2016) [big brawler],Stylization: Pixel Art
donkey kong country: boss blitz (2017) [mattrizzle],Stylization: Cartoon
donkey kong 2: the rise of jumpman! (2017) [big brawler],Stylization: Pixel Art
donkey kong christmas remix (2017) [john kowalski],Stylization: Pixel Art
game & watch donkey kong jr (2017) [paul goes],Stylization: Pixel Art
donkey kong country: tropical freeze (2018) [retro studios],Stylization: Cartoon
mario + rabbids kingdom battle: donkey kong adventure (2018) [ubisoft],Stylization: Cartoon
arcade archives: donkey kong (2018) [nintendo],Stylization: Pixel Art
arcade archives: donkey kong jr. (2018) [nintendo],Stylization: Pixel Art
donkey kong country 3: tag team trouble (2018) [l_sky],Stylization: Pixel Art
donkey kong 3: another rise! (2018) [big brawler],Stylization: Pixel Art
arcade archives: donkey kong 3 (2019) [nintendo],Stylization: Pixel Art
dkdc: donkey kong distortion country (2019) [rainbowsprinklez],Stylization: Pixel Art
donkey kong returns (2019) [nintendo],Stylization: Cartoon
banjo-kazooie: donkey kong country (2019) [kurko mods],Stylization: Cartoon
donkey kong redux (2019) [unknown],Stylization: Pixel Art
donkey kong country mania (2020) [hankhill89],Stylization: Cartoon
donkey kong country 2 unveiled (2020) [emptysys],Stylization: Pixel Art
donkey kong into the dark (2020) [paul goes],Stylization: Pixel Art
donkey kong on the run (2020) [paul goes],Stylization: Pixel Art
donkey kong country: pacifist mode (2020) [rainbowsprinklez],Stylization: Pixel Art
donkey kong country: the trilogy (2021) [andré productions],Stylization: Cartoon
donkey kong land: new colors mode (2021) [specialagentape],Stylization: Pixel Art
donkey kong 64: tag anywhere (2021) [isotarge],Stylization: Cartoon
donkey kong barrelpalooza (2021) [paul goes],Stylization: Pixel Art
donkey kong twisted jungle (2021) [paul goes],Stylization: Pixel Art
donkey kong heardle (2022) [unknown],Stylization: Pixel Art
donkey kong 64 randomizer (2022) [2dos],Stylization: Cartoon
donkey kong 4 (2022) [ea],Stylization: Pixel Art
donkey kong land 2: game boy color edition (2022) [specialagentape],Stylization: Pixel Art
donkey kong rndmzr (2022) [paul goes],Stylization: Pixel Art
donkey kong hearthunt (2022) [paul goes],Stylization: Pixel Art
donkey kong accelerate (2023) [paul goes],Stylization: Pixel Art
mario vs. donkey kong (2024) [nintendo],Stylization: Cartoon
zelda ii: the adventure of link (1987) [nintendo],Stylization: Pixel Art
zelda (1989) [nintendo],Stylization: Cartoon
the legend of zelda game watch (1989) [nelsonic industries],Stylization: Cartoon
the legend of zelda: a link to the past (1991) [nintendo],Stylization: Pixel Art
zelda: the wand of gamelon (1993) [animation magic],Stylization: Pixel Art
zelda's adventure (1994) [viridis],Realism: Stylized
bs zelda no densetsu (1995) [nintendo],Stylization: Pixel Art
bs zelda no densetsu map 2 (1995) [nintendo],Stylization: Pixel Art
bs zelda no densetsu: dai-1-wa (1995) [nintendo],Stylization: Pixel Art
pac-man mega tunnel battle: chomp champs - chomp challengers pac (2024) [amber studio],Stylization: Cartoon
crossfire (1975) [atari],Abstraction: Minimalist
gun fight (1975) [taito],Stylization: Pixel Art
mario bobble (1989) [sun],Stylization: Pixel Art
super mario world (1990) [nintendo],Stylization: Pixel Art
super flipper (1975) [chicago coin],Stylization: Pixel Art
cops 'n robbers (1976) [atari],Stylization: Pixel Art
tornado baseball (1976) [dave nutting associates],Abstraction: Minimalist
squash (1976) [general instrument microelectronic],Abstraction: Minimalist
moria (1976) [jim battin],Abstraction: Symbolic
football (1977) [mattel electronics],Abstraction: Symbolic
space invaders (1978) [taito],Stylization: Pixel Art
tournament table (1978) [atari],Abstraction: Minimalist
casino slot machine (1978) [magnavox],Abstraction: Symbolic
alien invaders plus (1978) [unknown],Stylization: Pixel Art
asteroids (1979) [atari],Abstraction: Symbolic
tailgunner (1979) [cinematronics],Abstraction: Symbolic
vs. dr. mario (1990) [nintendo],Stylization: Pixel Art
mario's egg catch game (1990) [s.i.u.],Stylization: Pixel Art
mario bros. vga (1990) [dave sharpless],Stylization: Pixel Art
mario roulette (1991) [nintendo],Stylization: Pixel Art
rogue (1980) [artificial intelligence design],Stylization: Pixel Art
sub wars (1980) [tiger electronics],Abstraction: Symbolic
quatro (1980) [unknown],Abstraction: Symbolic
outer space combat (1980) [interton electronic gmbh],Abstraction: Minimalist
crazy climber (1981) [bandai],Abstraction: Symbolic
frogger (1981) [konami],Stylization: Pixel Art
ultima ii: the revenge of the enchantress (1982) [origin systems],Stylization: Pixel Art
microsoft flight simulator 1.0 (1982) [sublogic],Realism: Stylized
popeye (1982) [nintendo],Stylization: Pixel Art
pole position (1982) [namco],Realism: Stylized
shark! shark! (1982) [mattel electronics],Stylization: Pixel Art
deadline (1982) [infocom],Abstraction: Symbolic
transylvania (1982) [penguin software],Stylization: Illustrative
barrage (1982) [unknown],Abstraction: Symbolic
venetian blinds (1982) [unknown],Realism: Stylized
mario the juggler (1991) [nintendo],Stylization: Cartoon
mario andretti's racing challenge (1991) [distinctive software],Realism: Stylized
andromeda (1982) [unknown],Abstraction: Symbolic
nightflite (1982) [hewson consultants],Abstraction: Symbolic
anti-ballistic-missile (1982) [unknown],Abstraction: Symbolic
super alien (1982) [commodore gmbh],Abstraction: Symbolic
backgammon (1982) [psion],Realism: Stylized
pirate pete (1982) [taito],Stylization: Pixel Art
mario kart wii (2008) [nintendo],Stylization: Cartoon
mario kart wii item-matching game (2008) [extratoxic],Stylization: Cartoon
mario kart wii deluxe (2018) [fjroyet],Stylization: Cartoon
warpitout (1982) [jane veeder],Abstraction: Symbolic
